,Item1,Item2,support,conf,lift
380,pepper black 100gm,pottukadalai 500gm,0.03226127651100269,0.9364161849710984,26.698162514307285
381,pepper black 100gm,toor dhal 500gm,0.039928308274419996,1.1589595375722543,25.132373842565507
382,pepper black 100gm,toor dhal 1kg,0.05583490988748382,1.620664739884393,24.19823227304807
384,pepper black 100gm,ulundu full white 1kg,0.0478069302001394,1.3876445086705202,23.86320856263362
385,pepper black 100gm,ulundu white broken 100gm,0.03282136811709648,0.9526734104046242,25.693720203272616
386,pepper black 100gm,jeeragam 50gm,0.033505924524544456,0.972543352601156,25.40247825792824
387,pepper black 100gm,jeeragam 100gm,0.0393682166683262,1.1427023121387283,25.898243883349505
390,pepper black 100gm,pepper black 50gm,0.03288360051777357,0.9544797687861272,26.729425773214565
392,pepper black 100gm,vendiyam 100gm,0.039866075873742905,1.1571531791907514,24.62137580214559
394,pepper black 100gm,sugar 1kg,0.09473016031066414,2.749638728323699,24.041459787619903
395,pepper black 100gm,gold winner refined sunflower oil 1l,0.03370506820671114,0.9783236994219653,24.357743819757786
396,vendiyam 100gm,britannia milk bikis biscuits rs.10,0.03069302001394006,0.6530720338983051,20.912881423485622
397,vendiyam 100gm,tata salt 1kg,0.04628845962361844,0.9849046610169492,20.537549983064046
399,vendiyam 100gm,pacha pairu yellow 500gm,0.03289604699790899,0.6999470338983051,20.20716654384672
400,vendiyam 100gm,kadala parupu 500gm,0.039903415314149156,0.8490466101694916,20.64642882792301
401,vendiyam 100gm,pottukadalai 250gm,0.04330130439111819,0.9213453389830509,19.4647830437166
402,vendiyam 100gm,pottukadalai 500gm,0.03226127651100269,0.6864406779661018,19.57111065667441
403,vendiyam 100gm,toor dhal 500gm,0.039928308274419996,0.8495762711864407,18.423307943914548
404,vendiyam 100gm,toor dhal 1kg,0.05583490988748382,1.1880296610169492,17.738534674734392
406,vendiyam 100gm,ulundu full white 1kg,0.0478069302001394,1.0172139830508475,17.49294525989668
407,vendiyam 100gm,ulundu white broken 100gm,0.03282136811709648,0.6983580508474576,18.834803369348148
408,vendiyam 100gm,jeeragam 50gm,0.033505924524544456,0.7129237288135594,18.621308214498246
409,vendiyam 100gm,jeeragam 100gm,0.0393682166683262,0.8376588983050848,18.984729626353666
412,vendiyam 100gm,pepper black 50gm,0.03288360051777357,0.6996822033898306,19.59402821511068
413,vendiyam 100gm,pepper black 100gm,0.030892163696106742,0.6573093220338984,19.079067980307634
416,vendiyam 100gm,sugar 1kg,0.09473016031066414,2.015625,17.623612471433237
417,vendiyam 100gm,gold winner refined sunflower oil 1l,0.03370506820671114,0.7171610169491526,17.855464749229224
418,sugar 500gm,britannia milk bikis biscuits rs.10,0.03069302001394006,1.0102417042195821,32.35028277553532
419,sugar 500gm,tata salt 1kg,0.04628845962361844,1.523555919705039,31.769679941028198
421,sugar 500gm,pacha pairu yellow 500gm,0.03289604699790899,1.0827529700942238,31.258607484459326
422,sugar 500gm,kadala parupu 500gm,0.039903415314149156,1.3133961491192134,31.9381053888723
423,sugar 500gm,pottukadalai 250gm,0.04330130439111819,1.4252355591970505,30.110209247469847
424,sugar 500gm,pottukadalai 500gm,0.03226127651100269,1.0618598934862762,30.274688176813832
425,sugar 500gm,toor dhal 500gm,0.039928308274419996,1.3142154854567802,28.499144119713776
426,sugar 500gm,toor dhal 1kg,0.05583490988748382,1.837771405161819,27.439863552559224
428,sugar 500gm,ulundu full white 1kg,0.0478069302001394,1.5735354362965999,27.059959566312934
429,sugar 500gm,ulundu white broken 100gm,0.03282136811709648,1.080294961081524,29.135689275976485
430,sugar 500gm,jeeragam 50gm,0.033505924524544456,1.1028267103646046,28.805432125336083
431,sugar 500gm,jeeragam 100gm,0.0393682166683262,1.2957804178615322,29.367611253220577
434,sugar 500gm,pepper black 50gm,0.03288360051777357,1.0823433019254405,30.310139508503863
435,sugar 500gm,pepper black 100gm,0.030892163696106742,1.0167963949201149,29.51354391382287
436,sugar 500gm,vendiyam 100gm,0.039866075873742905,1.3121671446128635,27.919692019802945
438,sugar 500gm,sugar 1kg,0.09473016031066414,3.1179844326095862,27.262089591205203
439,sugar 500gm,gold winner refined sunflower oil 1l,0.03370506820671114,1.1093814010651373,27.620743503928534
462,gold winner refined sunflower oil 1l,britannia milk bikis biscuits rs.10,0.03069302001394006,0.7641772544158661,24.470728309600776
463,gold winner refined sunflower oil 1l,tata salt 1kg,0.04628845962361844,1.1524635884722652,24.031542837325638
465,gold winner refined sunflower oil 1l,pacha pairu yellow 500gm,0.03289604699790899,0.8190269600247908,23.644952237237437
466,gold winner refined sunflower oil 1l,kadala parupu 500gm,0.039903415314149156,0.9934924078091105,24.158944919193456
467,gold winner refined sunflower oil 1l,pottukadalai 250gm,0.04330130439111819,1.0780911062906724,22.776269220041492
468,gold winner refined sunflower oil 1l,pottukadalai 500gm,0.03226127651100269,0.8032228075612025,22.90068603644331
469,gold winner refined sunflower oil 1l,toor dhal 500gm,0.039928308274419996,0.9941121784939573,21.557611030747236
470,gold winner refined sunflower oil 1l,toor dhal 1kg,0.05583490988748382,1.390145646110939,20.756339303314864
472,gold winner refined sunflower oil 1l,ulundu full white 1kg,0.0478069302001394,1.1902696002479083,20.468968485085178
473,gold winner refined sunflower oil 1l,ulundu white broken 100gm,0.03282136811709648,0.817167647970251,22.03911296022888
474,gold winner refined sunflower oil 1l,jeeragam 50gm,0.033505924524544456,0.8342113418035326,21.78929650385664
475,gold winner refined sunflower oil 1l,jeeragam 100gm,0.0393682166683262,0.9801673380849086,22.21454572950463
478,gold winner refined sunflower oil 1l,pepper black 50gm,0.03288360051777357,0.8187170746823675,22.92750249155808
479,gold winner refined sunflower oil 1l,pepper black 100gm,0.030892163696106742,0.7691354198946391,22.32493358960075
480,gold winner refined sunflower oil 1l,vendiyam 100gm,0.039866075873742905,0.9925627517818407,21.119296008781834
482,gold winner refined sunflower oil 1l,sugar 1kg,0.09473016031066414,2.358537341183762,20.62186572424292
